Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,sttl,dttl,trans_depth,res_len,ct_flw_http_mthd,smeansz,dmeansz,swin,dwin,stcpb,dtcpb
1591893374.352753,10.0.2.15,54344,10.0.2.4,80,tcp,http,13.631887,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4126501778,2317920423
1591893374.353332,10.0.2.15,54346,10.0.2.4,80,tcp,http,13.631894,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3656121865,1789463160
1591893374.353847,10.0.2.15,54348,10.0.2.4,80,tcp,http,13.631498,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3590369133,2943231737
1591893374.355571,10.0.2.15,54350,10.0.2.4,80,tcp,http,13.629965,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3515930578,4025190541
1591893374.356003,10.0.2.15,54352,10.0.2.4,80,tcp,http,13.629744,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2329031446,276460232
1591893374.356452,10.0.2.15,54354,10.0.2.4,80,tcp,http,13.629439,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1163309371,359538437
1591893374.357048,10.0.2.15,54356,10.0.2.4,80,tcp,http,13.629088,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1562711002,3514368563
1591893374.357672,10.0.2.15,54358,10.0.2.4,80,tcp,http,13.628596,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3905612482,4019695932
1591893374.35816,10.0.2.15,54360,10.0.2.4,80,tcp,http,13.628333,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3488932330,1002435732
1591893374.3586788,10.0.2.15,54362,10.0.2.4,80,tcp,http,13.628067,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,666843132,2942468612
1591893374.3590481,10.0.2.15,54364,10.0.2.4,80,tcp,http,13.627938,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3721652538,3358470692
1591893374.359619,10.0.2.15,54366,10.0.2.4,80,tcp,http,13.627574,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1881909521,2814221532
1591893374.360048,10.0.2.15,54368,10.0.2.4,80,tcp,http,13.627296,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,912051032,3923815484
1591893374.360547,10.0.2.15,54370,10.0.2.4,80,tcp,http,13.626949,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4248606580,1599726760
1591893374.361221,10.0.2.15,54372,10.0.2.4,80,tcp,http,13.626426,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3010271085,3664283159
1591893374.361684,10.0.2.15,54374,10.0.2.4,80,tcp,http,13.596968,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1393966982,290906688
1591893374.362135,10.0.2.15,54376,10.0.2.4,80,tcp,http,13.596655,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1489492495,859076888
1591893374.362969,10.0.2.15,54378,10.0.2.4,80,tcp,http,13.598025,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1723382499,4123033127
1591893374.363558,10.0.2.15,54380,10.0.2.4,80,tcp,http,13.601394,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1290500921,3133695876
1591893374.364175,10.0.2.15,54382,10.0.2.4,80,tcp,http,13.600999,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1732816640,2731054107
1591893374.3646429,10.0.2.15,54384,10.0.2.4,80,tcp,http,13.611092,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1357590132,1738330885
1591893374.365184,10.0.2.15,54386,10.0.2.4,80,tcp,http,13.610553,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3750968803,1757129511
1591893374.365684,10.0.2.15,54388,10.0.2.4,80,tcp,http,13.610054,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2885919027,1506607401
1591893374.366128,10.0.2.15,54390,10.0.2.4,80,tcp,http,13.609612,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3029463448,547847804
1591893374.366849,10.0.2.15,54392,10.0.2.4,80,tcp,http,13.608893,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2832429795,2706346704
1591893374.367362,10.0.2.15,54394,10.0.2.4,80,tcp,http,13.608984,133,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,4163188151,4118965717
1591893374.367751,10.0.2.15,54396,10.0.2.4,80,tcp,http,13.608505,133,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,3660842070,4189561730
1591893374.368174,10.0.2.15,54398,10.0.2.4,80,tcp,http,13.608074,133,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,987503765,3573030248
1591893374.369641,10.0.2.15,54400,10.0.2.4,80,tcp,http,13.606614,132,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,2513404356,1783257783
1591893374.37015,10.0.2.15,54402,10.0.2.4,80,tcp,http,13.606338,133,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,1297376671,1675339269
1591893374.370806,10.0.2.15,54404,10.0.2.4,80,tcp,http,13.611963,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,355759212,2960351302
1591893374.3713071,10.0.2.15,54406,10.0.2.4,80,tcp,http,13.611049,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1917082239,3790041860
1591893374.3718,10.0.2.15,54408,10.0.2.4,80,tcp,http,13.604690,133,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,3697543663,2141418279
1591893374.372154,10.0.2.15,54410,10.0.2.4,80,tcp,http,13.609385,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,161083342,3880537612
1591893374.372591,10.0.2.15,54412,10.0.2.4,80,tcp,http,13.608494,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3037943640,4159821727
1591893374.373073,10.0.2.15,54414,10.0.2.4,80,tcp,http,13.603446,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2641861321,2481861021
1591893374.373479,10.0.2.15,54416,10.0.2.4,80,tcp,http,13.603014,133,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,4201433185,2193875240
1591893374.3738801,10.0.2.15,54418,10.0.2.4,80,tcp,http,13.602619,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2996265609,1703666724
1591893374.374268,10.0.2.15,54420,10.0.2.4,80,tcp,http,13.578242,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2040832426,67720223
1591893374.3748221,10.0.2.15,54422,10.0.2.4,80,tcp,http,13.601663,132,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,65,135,3764.0,5015,2172377136,2441238720
1591893374.375304,10.0.2.15,54424,10.0.2.4,80,tcp,http,13.577013,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,840629248,3491439480
1591893374.375737,10.0.2.15,54426,10.0.2.4,80,tcp,http,13.612034,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4017373297,2330595011
1591893374.376158,10.0.2.15,54428,10.0.2.4,80,tcp,http,13.576293,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,814567327,2694232245
1591893374.376435,10.0.2.15,54430,10.0.2.4,80,tcp,http,13.576118,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2936839513,4139723883
1591893374.37685,10.0.2.15,54432,10.0.2.4,80,tcp,http,13.577497,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2671427835,318129588
1591893374.3771212,10.0.2.15,54434,10.0.2.4,80,tcp,http,13.577440,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3528458453,3900568566
1591893374.377408,10.0.2.15,54436,10.0.2.4,80,tcp,http,13.577420,132,493,RSTO,6,4,0,100,100,100,0,100,100,100,64,64,1,311,1,73,177,5019.0,7410,821988966,1541949026
1591893374.3777368,10.0.2.15,54438,10.0.2.4,80,tcp,http,13.580923,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1959434862,2322311556
1591893374.378059,10.0.2.15,54440,10.0.2.4,80,tcp,http,13.580943,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1903339502,1265815862
1591893374.378442,10.0.2.15,54442,10.0.2.4,80,tcp,http,13.580548,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,85651978,1307052703
1591893374.3788052,10.0.2.15,54444,10.0.2.4,80,tcp,http,13.580263,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,558446310,1229222224
1591893374.3792279,10.0.2.15,54446,10.0.2.4,80,tcp,http,13.580248,130,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3745411539,1924029723
1591893374.379685,10.0.2.15,54448,10.0.2.4,80,tcp,http,13.579472,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3290999001,2994233255
1591893374.380068,10.0.2.15,54450,10.0.2.4,80,tcp,http,13.579203,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3680887155,1899295133
1591893374.3803911,10.0.2.15,54452,10.0.2.4,80,tcp,http,13.578950,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1826295866,721931836
1591893374.380807,10.0.2.15,54454,10.0.2.4,80,tcp,http,13.578663,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3904836618,2508836132
1591893374.3811538,10.0.2.15,54456,10.0.2.4,80,tcp,http,13.578405,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3161806026,2714539447
1591893374.381499,10.0.2.15,54458,10.0.2.4,80,tcp,http,13.578163,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,198895507,976683934
1591893374.381794,10.0.2.15,54460,10.0.2.4,80,tcp,http,13.577972,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1820811789,4289692133
1591893374.382128,10.0.2.15,54462,10.0.2.4,80,tcp,http,13.577764,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,625631566,920417619
1591893374.382425,10.0.2.15,54464,10.0.2.4,80,tcp,http,13.577583,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3275800581,3607007933
1591893374.382757,10.0.2.15,54466,10.0.2.4,80,tcp,http,13.577366,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1416424811,1293619657
1591893374.383049,10.0.2.15,54468,10.0.2.4,80,tcp,http,13.577155,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2935885010,1797005309
1591893374.383371,10.0.2.15,54470,10.0.2.4,80,tcp,http,13.576899,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3924286178,1345138271
1591893374.383653,10.0.2.15,54472,10.0.2.4,80,tcp,http,13.576691,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,451692312,2729408867
1591893374.383976,10.0.2.15,54474,10.0.2.4,80,tcp,http,13.576499,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2973824173,2439321058
1591893374.384274,10.0.2.15,54476,10.0.2.4,80,tcp,http,13.576282,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3832841808,3533003768
1591893374.38457,10.0.2.15,54478,10.0.2.4,80,tcp,http,13.576087,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3706143084,918616167
1591893374.384916,10.0.2.15,54480,10.0.2.4,80,tcp,http,13.575812,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,527646237,156416537
1591893374.385202,10.0.2.15,54482,10.0.2.4,80,tcp,http,13.575581,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,60102631,2058243382
1591893374.385537,10.0.2.15,54484,10.0.2.4,80,tcp,http,13.575582,132,493,RSTO,6,4,0,100,100,100,0,100,100,100,64,64,1,311,1,73,177,5019.0,7410,4257777843,659772898
1591893374.385915,10.0.2.15,54486,10.0.2.4,80,tcp,http,13.575158,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2133188217,3678599044
1591893374.386216,10.0.2.15,54488,10.0.2.4,80,tcp,http,13.574931,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2438167111,1143146353
1591893374.386557,10.0.2.15,54490,10.0.2.4,80,tcp,http,13.574682,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,133865648,549889741
1591893374.3868449,10.0.2.15,54492,10.0.2.4,80,tcp,http,13.574472,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,200058580,1582456722
1591893374.387172,10.0.2.15,54494,10.0.2.4,80,tcp,http,13.574238,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,27477239,3592338811
1591893374.387462,10.0.2.15,54496,10.0.2.4,80,tcp,http,13.574055,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3540019418,4227684447
1591893374.387757,10.0.2.15,54498,10.0.2.4,80,tcp,http,13.573866,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3734598220,2588109729
1591893374.388218,10.0.2.15,54500,10.0.2.4,80,tcp,http,13.573496,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,925232000,2599318888
1591893374.3885438,10.0.2.15,54502,10.0.2.4,80,tcp,http,13.573242,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2664031262,1761864926
1591893374.388906,10.0.2.15,54504,10.0.2.4,80,tcp,http,13.572939,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2678993369,1266977535
1591893374.389267,10.0.2.15,54506,10.0.2.4,80,tcp,http,13.572641,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2665740908,2724351498
1591893374.389698,10.0.2.15,54508,10.0.2.4,80,tcp,http,13.572287,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2001837797,2478203190
1591893374.389994,10.0.2.15,54510,10.0.2.4,80,tcp,http,13.572065,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3184253033,2214539222
1591893374.390286,10.0.2.15,54512,10.0.2.4,80,tcp,http,13.571855,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,471263846,2964025956
1591893374.390735,10.0.2.15,54514,10.0.2.4,80,tcp,http,13.571463,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3664278813,1147866380
1591893374.3911211,10.0.2.15,54516,10.0.2.4,80,tcp,http,13.571138,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3309363344,3994121163
1591893374.391458,10.0.2.15,54518,10.0.2.4,80,tcp,http,13.570917,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1256751111,440817815
1591893374.391783,10.0.2.15,54520,10.0.2.4,80,tcp,http,13.570667,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3100437458,3693371608
1591893374.392104,10.0.2.15,54522,10.0.2.4,80,tcp,http,13.570415,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2877809671,879237495
1591893374.392452,10.0.2.15,54524,10.0.2.4,80,tcp,http,13.570146,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,106037777,3973442888
1591893374.392689,10.0.2.15,54526,10.0.2.4,80,tcp,http,13.569973,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4138743704,2769938992
1591893374.392967,10.0.2.15,54528,10.0.2.4,80,tcp,http,13.569767,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2408194526,194630234
1591893374.393347,10.0.2.15,54530,10.0.2.4,80,tcp,http,13.569474,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4137273518,4241814337
1591893374.393661,10.0.2.15,54532,10.0.2.4,80,tcp,http,13.569237,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4086772909,3132576605
1591893374.393945,10.0.2.15,54534,10.0.2.4,80,tcp,http,13.569031,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1100966942,2771988363
1591893374.394261,10.0.2.15,54536,10.0.2.4,80,tcp,http,13.568844,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1977137938,985333362
1591893374.394548,10.0.2.15,54538,10.0.2.4,80,tcp,http,13.568626,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2168261303,708985812
1591893374.394839,10.0.2.15,54540,10.0.2.4,80,tcp,http,13.568393,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,678197228,3790331850
1591893374.395194,10.0.2.15,54542,10.0.2.4,80,tcp,http,13.568157,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3152843580,2492662134
1591893374.395514,10.0.2.15,54544,10.0.2.4,80,tcp,http,13.567924,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3829670709,4277078669
1591893374.3957949,10.0.2.15,54546,10.0.2.4,80,tcp,http,13.567736,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2889932940,4224996113
1591893374.396175,10.0.2.15,54548,10.0.2.4,80,tcp,http,13.567419,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1038508337,22635805
1591893374.396465,10.0.2.15,54550,10.0.2.4,80,tcp,http,13.567219,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4210278200,396071090
1591893374.3967538,10.0.2.15,54552,10.0.2.4,80,tcp,http,13.567010,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2799929995,4266430091
1591893374.3970358,10.0.2.15,54554,10.0.2.4,80,tcp,http,13.566795,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,233826775,1275046731
1591893374.397328,10.0.2.15,54556,10.0.2.4,80,tcp,http,13.566580,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2481026420,3468629169
1591893374.397635,10.0.2.15,54558,10.0.2.4,80,tcp,http,13.566352,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3308449511,3989347778
1591893374.397918,10.0.2.15,54560,10.0.2.4,80,tcp,http,13.566151,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3476868725,3190146453
1591893374.398266,10.0.2.15,54562,10.0.2.4,80,tcp,http,13.565882,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,422923605,2581630664
1591893374.398574,10.0.2.15,54564,10.0.2.4,80,tcp,http,13.565640,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1412044419,4124144988
1591893374.398858,10.0.2.15,54566,10.0.2.4,80,tcp,http,13.565465,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3385882299,4128727340
1591893374.399145,10.0.2.15,54568,10.0.2.4,80,tcp,http,13.565257,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2675493929,2463556089
1591893374.3994699,10.0.2.15,54570,10.0.2.4,80,tcp,http,13.565018,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,391964949,1797716174
1591893374.399755,10.0.2.15,54572,10.0.2.4,80,tcp,http,13.564814,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,483541966,2744965751
1591893374.4001448,10.0.2.15,54574,10.0.2.4,80,tcp,http,13.564507,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,187464258,3355966798
1591893374.4004278,10.0.2.15,54576,10.0.2.4,80,tcp,http,13.564292,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2967785740,4240257460
1591893374.400712,10.0.2.15,54578,10.0.2.4,80,tcp,http,13.564088,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,647985662,3949909153
1591893374.4009259,10.0.2.15,54580,10.0.2.4,80,tcp,http,13.564148,132,493,RSTO,6,4,0,100,100,100,0,100,100,100,64,64,1,311,1,73,177,5019.0,7410,3713377100,198787291
1591893374.401259,10.0.2.15,54582,10.0.2.4,80,tcp,http,13.563777,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3778148044,2421679467
1591893374.401542,10.0.2.15,54584,10.0.2.4,80,tcp,http,13.563481,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,993163465,1198843474
1591893374.401899,10.0.2.15,54586,10.0.2.4,80,tcp,http,13.563204,130,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3510703902,785750511
1591893374.4022038,10.0.2.15,54588,10.0.2.4,80,tcp,http,13.563397,132,493,RSTO,6,4,0,100,100,100,0,100,100,100,64,64,1,311,1,73,177,5019.0,7410,1736909922,688093693
1591893374.402489,10.0.2.15,54590,10.0.2.4,80,tcp,http,13.563036,132,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,66,135,3793.0,5015,2683371157,3906470828
1591893374.402951,10.0.2.15,54592,10.0.2.4,80,tcp,http,13.562588,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,996557919,3056131274
1591893374.403326,10.0.2.15,54594,10.0.2.4,80,tcp,http,13.562263,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,856212306,1397899712
1591893374.4036279,10.0.2.15,54596,10.0.2.4,80,tcp,http,13.562040,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4115719290,1393365161
1591893374.403922,10.0.2.15,54598,10.0.2.4,80,tcp,http,13.561822,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,353665386,1405378826
1591893374.404299,10.0.2.15,54600,10.0.2.4,80,tcp,http,13.561729,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1302261264,3680931515
1591893374.404594,10.0.2.15,54602,10.0.2.4,80,tcp,http,13.561243,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4099081989,301313360
1591893374.404919,10.0.2.15,54604,10.0.2.4,80,tcp,http,13.561013,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2795980500,4051780284
1591893374.405224,10.0.2.15,54606,10.0.2.4,80,tcp,http,13.560769,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2025408559,433039043
1591893374.405503,10.0.2.15,54608,10.0.2.4,80,tcp,http,13.560561,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2980687230,2946634729
1591893374.4057949,10.0.2.15,54610,10.0.2.4,80,tcp,http,13.560671,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2801649831,669507509
1591893374.406126,10.0.2.15,54612,10.0.2.4,80,tcp,http,13.560044,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3276550841,3946821475
1591893374.406418,10.0.2.15,54614,10.0.2.4,80,tcp,http,13.559864,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2316489870,810014264
1591893374.4067118,10.0.2.15,54616,10.0.2.4,80,tcp,http,13.559635,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1681692788,60916048
1591893374.407044,10.0.2.15,54618,10.0.2.4,80,tcp,http,13.559409,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2852963531,1938861765
1591893374.40735,10.0.2.15,54620,10.0.2.4,80,tcp,http,13.559163,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,60676243,2014819095
